Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
أرفعه قب,بضم القاف و تسكين الباء وتأتي هذه العبارة بمعنى اسحب عليه أو طنشه,Western,"المهمة: حدد المكان الذي تُستخدم فيه عبارة 'أرفعه قب' بشكل شائع.
السؤال: في أي منطقة من المناطق السعودية تُستخدم عبارة 'أرفعه قب' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها
الإجابة الصحيحة: ب","المهمة: حدد الفهم الثقافي للعبارة 'أرفعه قب'.
السؤال: كيف تعبر عبارة 'أرفعه قب' عن ثقافة التواصل السلبي في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الاحترام
ب) تعبر عن التجاهل
ج) تعبر عن الدعم
د) تعبر عن التعاطف
الإجابة الصحيحة: ب","المهمة: حدد الاستخدام الصحيح للعبارة 'أرفعه قب' في السياق.
السؤال: في أي سياق يمكن أن تُستخدم عبارة 'أرفعه قب'؟
الخيارات:
أ) عندما تسأل عن صحة شخص
ب) عندما تتحدث عن إهمال شخص
ج) عندما تتحدث عن العودة لمكان
د) عندما تحث على سلوك جيد
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يستخدم الناس عبارة 'أرفعه قب' عندما يريدون أن __________ شخصًا.
الخيارات:
أ) يعتنون
ب) يطنشوا
ج) يساعدوا
د) يرحبوا
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: عبارة 'أرفعه قب' تستخدم بمعنى 'اهتم به'.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة 'أرفعه قب'.
السؤال: ماذا تعني عبارة 'أرفعه قب'؟
الخيارات:
أ) اصطحبه
ب) اسحب عليه
ج) أوقفه
د) ساعده
الإجابة الصحيحة: ب"
أرهيت بالقطيعة,كدت أن أفقد الأمل,Western,"المهمة: حدد المنطقة التي يتم استخدام العبارة فيها بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'أرهيت بالقطيعة' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها
الإجابة الصحيحة: أ","المهمة: فسر العبارة من وجهة نظر ثقافية.
السؤال: ماذا تعني عبارة 'أرهيت بالقطيعة' في السياق الثقافي السعودي؟
الخيارات:
أ) تدل على شعور اليأس والإحباط
ب) تشير إلى الفرح والاحتفال
ج) تعبر عن الفخر والتفاخر
د) تتعلق بالمغامرة والسفر
الإجابة الصحيحة: أ","المهمة: اختر الجملة الصحيحة التي تُظهر استخدام العبارة في سياق معين.
السؤال: أي من الجمل التالية تستخدم عبارة 'أرهيت بالقطيعة' بشكل صحيح؟
الخيارات:
أ) قررت أن أسافر بعد أن أرهيت بالقطيعة
ب) أكلت فطيرة مع الشاي
ج) كان الجو جميلاً في السيارة
د) تقابلت مع الأصدقاء في المقهى
الإجابة الصحيحة: أ","### نوع السؤال: املأ الفراغ 
- المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
- السؤال: عندما ضاعت فلوسي، بالقطيعة. 
- الخيارات: 
 A) شعرت 
 B) أرهيت 
 C) فكرت 
 D) قررت 
- الإجابة الصحيحة: B (أرهيت)","### نوع السؤال: صحيح/خطأ 
- المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
- السؤال: عبارة ""أرهيت بالقطيعة"" تعني أن الشخص يشعر بالأمل. 
- الخيارات: 
 A) صحيح 
 B) خطأ 
- الإجابة الصحيحة: B (خطأ) 
- التفسير: العبارة تعني ""كدت أن أفقد الأمل""، مما يعني أنها تعبر عن شعور بالإحباط وليس الأمل.","### نوع السؤال: معنى 
- المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
- السؤال: ما معنى عبارة ""أرهيت بالقطيعة""؟ 
- الخيارات: 
 A) فقدت الأمل 
 B) شعرت بالسعادة 
 C) قررت السفر 
 D) زادت الثقة 
- الإجابة الصحيحة: A (فقدت الأمل)"
أزرد,هي كلمة قديمة من بادية الحجاز أزرد أو أزرده بمعنى أخنق أو أخنقه والمشابه لها أداة قطع الكهرباء الزرادية,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'أزرد' بشكل شائع.
السؤال: في أي مدينة سعودية يُستخدم المصطلح 'أزرد' بشكل شائع؟
الخيارات:
أ) مكة
ب) المدينة
ج) جدة
د) الدمام
الإجابة الصحيحة: أ","المهمة: فسر المعنى الثقافي لكلمة 'أزرد'.
السؤال: ما هو التفسير الثقافي لكلمة 'أزرد' في المجتمع الحجازي؟
الخيارات:
أ) تدل على القوة البدنية
ب) تشير إلى لعب الأطفال
ج) تعبر عن الشجاعة
د) تعبر عن النزاعات بين الأطفال
الإجابة الصحيحة: د","المهمة: اختر الاستخدام المناسب لكلمة 'أزرد' في الجملة.
السؤال: في أي سياق يمكن استخدام الكلمة 'أزرد'؟
الخيارات:
أ) كنا نلعب بالجوار
ب) الولد زرد ولدك
ج) الطقس جميل اليوم
د) زرت صديقي بالأمس
الإجابة الصحيحة: ب","المهمة: أكمل الجملة بالكلمة المناسبة.
السؤال: ولدك ___ ولدي يعني ولدك خنق ولدي.
الخيارات:
أ) زرد
ب) مزرود
ج) صرخ
د) حزن
الإجابة الصحيحة: أ","المهمة: قم بتحديد صحة العبارة المتعلقة بكلمة 'أزرد'.
السؤال: عبارة 'أزرد' تعني التقطيع.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد معنى كلمة 'أزرد'.
السؤال: ما هو المعنى الصحيح لكلمة 'أزرد'؟
الخيارات:
أ) خنق
ب) تذوق
ج) ركض
د) جرح
الإجابة الصحيحة: أ"
أوريك دروبك,يعني أو ريك الهوايل ( الشدة ، القوة ) وهي عبارة حساوية,Eastern,"المهمة: حدد الموقع الذي يستخدم فيه هذا المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية يمكن أن يُستخدم المصطلح 'أوريك دروبك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الأحساء
ب) الدمام
ج) أبها
د) القصيم
الإجابة الصحيحة: أ","المهمة: فسر العبارة في سياق ثقافي.
السؤال: ماذا تعني عبارة 'أصبح عادي عندك تبعد وتغيب' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن تقبل الفراق
ب) تدل على عدم الاهتمام
ج) تشير إلى مضيعة الوقت
د) تعني الرغبة في اللقاء
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح للعبارة في سياقها.
السؤال: في أي موقف يمكن استخدام عبارة 'أوريك دروبك؟
الخيارات:
أ) عند الحديث عن فراق الأصدقاء
ب) عند دعوة شخص ليبتعد
ج) عند مناقشة أهمية العمل
د) عند قول وداع لشخص مسافر
الإجابة الصحيحة: أ","المهمة: أكمل الفراغ بما يناسب العبارة.
السؤال: أثناء النقاش، قال له: ""أوريك دروبك""، والمقصود بهذه العبارة هو: _______.
الخيارات:
أ) أعطيك هدية
ب) سأريك (بشدة والقوة)
ج) أطلب منك معروفًا
د) أعلّمك القراءة والكتابة

الإجابة الصحيحة:
ب)  سأريك (بشدة والقوة)","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'أصبح عادي عندك تبعد وتغيب' تعني أن الابتعاد أصبح غير مهم بالنسبة لك.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ما معنى 'أصبح عادي عندك تبعد وتغيب'؟
الخيارات:
أ) أصبح الوضع عادياً بالنسبة لك عندما تبتعد وتغيب
ب) أصبح صعباً عليك الابتعاد
ج) مطلوب منك أن تبقى قريباً
د) لا يهم الابتعاد
الإجابة الصحيحة: أ"
أصفر العرقوب,الأعجمي الذي يعيش بين العرب ولا ينتمي إلى قبيلة.,Central,"المهمة: حدد المنطقة التي يُستخدم فيها مصطلح 'أصفر العرقوب' بشكل شائع.
السؤال: في أي مدينة سعودية يُستخدم مصطلح 'أصفر العرقوب' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام
الإجابة الصحيحة: أ","المهمة: اختر التفسير الثقافي الأكثر دقة لعبارة 'أصفر العرقوب'.
السؤال: كيف يُمكن تفسير عبارة 'أصفر العرقوب' من الناحية الثقافية؟
الخيارات:
أ) يشير إلى عدم الانتماء إلى القبيلة.
ب) يعبر عن الفخر بالنسب.
ج) يرمز إلى الغربة.
د) يعني احترام تقاليد الآخر.
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي تستخدم تعبير 'أصفر العرقوب' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن الاستخدام الصحيح لعبارة 'أصفر العرقوب'؟
الخيارات:
أ) محمد هو أصفر العرقوب، دائمًا في حالة من الانطواء.
ب) أصفر العرقوب يعمل في الزراعة.
ج) العائلة هاجرت بسبب الحرب واعتبروا أصفر العرقوب.
د) استخدمت أصفر العرقوب في الدردشة مع الأصدقاء.
الإجابة الصحيحة: أ","المهمة: عُبِّئ الفراغ بما يناسبه.
السؤال: الشخص الذي يُطلق عليه 'أصفر العرقوب' هو ______ يعيش بين العرب.
الخيارات:
أ) الأعجمي
ب) البدوي
ج) العسكري
د) المتعلم
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'أصفر العرقوب' تعني الفلاح الغريب عن القبيلة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: اختر المعنى الصحيح لعبارة 'أصفر العرقوب'.
السؤال: ما معنى عبارة 'أصفر العرقوب'؟
الخيارات:
أ) الشخص الذي يعيش بين العرب ولا ينتمي إلى قبيلة.
ب) الرجل الذي يهاجر إلى بلاد الأعداء.
ج) امرأة متعلمة تحترم تقاليدها.
د) طالب في مدرسة عريقة.
الإجابة الصحيحة: أ"
خسيس,معناها دنئ او قليل الخلق وتافه,General,"المهمة: حدد المدينة التي يرتبط بها هذا المصطلح.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'خسيس' بشكل رئيسي؟
الخيارات:
أ) الكويت
ب) قطر
ج) السعودية
د) عمان
الإجابة الصحيحة: ج","المهمة: حدد المفهوم الثقافي المرتبط بالعبارة.
السؤال: ما الذي يفسر استخدام عبارة 'أطع وأخس' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن الاحترام
ب) دعوة للصمت والأدب
ج) تعبير عن الفرح
د) توجيه للاهتمام بالآخرين
الإجابة الصحيحة: ب","المهمة: اختر الجملة التي تشرح استخدام المصطلح بشكل صحيح.
السؤال: أي من الجمل الآتية تستخدم عبارة 'أطع وأخس' بشكل مناسب؟
الخيارات:
أ) كان الطفل يتحدث بصوت عالٍ، فقال له والده: أطع وأخس.
ب) عندما بدأت الموسيقى، قال الجمهور: أطع وأخس.
ج) قرر أن يلعب الكرة بأصدقائه، لذا قال: أطع وأخس.
د) شعرت بالحزن، لذا كنت أقول أطع وأخس.
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: العبارة 'أطع وأخس' تعني ______.
الخيارات:
أ) التحدث
ب) الصمت
ج) المناقشة
د) الاستماع
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خطأ.
السؤال: تعني عبارة 'أطع وأخس' 'صمت'.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: حدد المعنى لكلمة 'أطع وأخس'.
السؤال: ما هو معنى العبارة 'أطع وأخس'?
الخيارات:
أ) أخرس
ب) الكلام الجيد
ج) المطيع
د) رفع الصوت
الإجابة الصحيحة: أ"
أًفْلِح,أًفْلِح : أي بمعنى سوف أذهب .!,Central,"المهمة: حدد المنطقة التي تستخدم فيها 
السؤال: أي منطقة في السعودية تُستخدم فيها كلمة 'أًفْلِح' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم
الإجابة الصحيحة: أ","المهمة: ناقش ما تعبر عنه عبارة 'أًفْلِح' في الثقافة السعودية.
السؤال: ماذا تعني عبارة 'أًفْلِح' في السياق الثقافي السعودي؟
الخيارات:
أ) تعكس عادة الانتقال
ب) تعبر عن التسلية
ج) تشير للتعليم
د) تعني زيارة الأصدقاء
الإجابة الصحيحة: أ","المهمة: اختر الاستخدام الصحيح لعبارة 'أًفْلِح' في السياق.
السؤال: في أي جملة تستخدم عبارة 'أًفْلِح' بشكل صحيح؟
الخيارات:
أ) يالله أًفْلِح للسوق
ب) أًفْلِح اللعبة
ج) الكتاب أًفْلِح
د) الولد يحب أًفْلِح
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالكلمة المناسبة.
السؤال: عندما أريد الذهاب أقول 'أًفْلِح __'.
الخيارات:
أ) للبيت
ب) للعمل
ج) للمدرسة
د) للسوق
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'أًفْلِح' تعني 'سوف أذهب'؟
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح لعبارة 'أًفْلِح'.
السؤال: ما معنى كلمة 'أًفْلِح'؟
الخيارات:
أ) سوف أذهب
ب) سأنام
ج) سأعمل
د) سأبقى
الإجابة الصحيحة: أ"
أقطع وأخس,أخرس,Central,"المهمة: حدد المكان الذي يُستخدم فيه هذا المصطلح بصورة أقل.
السؤال: في أي مدينة سعودية يُستخدم المصطلح 'أقطع وأخس' بشكل أقل شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مدينة عُنيزة
الإجابة الصحيحة: د","المهمة: اشرح ما تشير إليه العبارة في الثقافة.
السؤال: ماذا تعني عبارة 'أقطع وأخس' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الصمت
ب) تعبر عن الفصاحة
ج) تعبر عن الطيش
د) تعبر عن الحكمة
الإجابة الصحيحة: أ","المهمة: اختر الجملة الصحيحة التي تعكس استخدام العبارة في سياق.
السؤال: في أي سياق يُمكن أن تستخدم عبارة 'أقطع وأخس' بشكل صحيح؟
الخيارات:
أ) عندما يُقال عن شخص هادئ
ب) عندما يُقصد شخص مُزعج
ج) عندما يتعلق الامر بتوجيه الكلام
د) عندما يُشيد بشخصية أحد
الإجابة الصحيحة: أ","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: إذا قال شخصٌ آخر 'أقطع وأخس'، فهذا يعني أنه __________.
الخيارات:
أ) يتكلم كثيرًا
ب) لا يتكلم
ج) يتحدث بلطف
د) يفكر مليًا
الإجابة الصحيحة: ب","المهمة: قرر ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: العبارة 'أقطع وأخس' تعني أن الشخص يتحدث بكثرة.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد معنى العبارة 'أقطع وأخس'.
السؤال: ما هو المعنى الصحيح لعبارة 'أقطع وأخس'؟
الخيارات:
أ) أخرس
ب) مشاغب
ج) محتال
د) صامت
الإجابة الصحيحة: أ"
أقلزز,ويعني انا افهم,Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'أقلزز' بشكل رئيسي.
السؤال: أين تُستخدم كلمة 'أقلزز' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) مكة
الإجابة الصحيحة: أ","المهمة: اشرح السياق الثقافي لاستخدام كلمة 'أقلزز'.
السؤال: ما هو السياق الثقافي الذي تجعل كلمة 'أقلزز' شائعة في اللهجة السعودية؟
الخيارات:
أ) أثناء العمل
ب) في الدراسة
ج) في العلاقات الاجتماعية
د) في السفر
الإجابة الصحيحة: ب","المهمة: اختر الجمل التي تستخدم فيها كلمة 'أقلزز' بشكل صحيح.
السؤال: في أي من الجمل التالية تم استخدام 'أقلزز' بشكل مناسب؟
الخيارات:
أ) كنت أتعلم الرياضيات، وأنا أقلزز.
ب) أحب الطقس اليوم، أنا أقلزز.
ج) في الصف، قال المعلم: من يفهم؟ فرددت، أقدر أقلزز.
د) أريد السفر، لذلك لا أقلزز.
الإجابة الصحيحة: ج","المهمة: أكمل الجملة بالمعنى المناسب.
السؤال: إذا قال أحدهم 'أنا أقلزز', فهذا يعني أنه __________.
الخيارات:
أ) لا يعرف
ب) يتعلم
ج) يفهم
د) يسأل
الإجابة الصحيحة: ج","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'أقلزز' تعني 'أنا لا أفهم'.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لكلمة 'أقلزز'.
السؤال: ما معنى كلمة 'أقلزز'؟
الخيارات:
أ) أكره
ب) أستمتع
ج) أفهم
د) أعتذر
الإجابة الصحيحة: ج"
أكل ومرعى وقلة صنعه,وصف حال الكسلان البليد,Western,"المهمة: حدد أين تُستخدم العبارة بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية تُستخدم العبارة 'أكل ومرعى وقلة صنعه' بشكل أكبر؟
الخيارات:
أ) جدة
ب) مكة
ج) المدينة المنورة
د) الرياض
الإجابة الصحيحة: ب","المهمة: فسر المعنى الثقافي للعبارة.
السؤال: ما هو التفسير الثقافي للتعبير 'أكل ومرعى وقلة صنعه' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن الكرم والسخاء
ب) تحذير من الكسل وعدم العمل
ج) توصيف الحياة الفلاحية
د) رمز للتقدم والنجاح
الإجابة الصحيحة: ب","المهمة: اختر الجملة التي تستخدم العبارة بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم 'أكل ومرعى وقلة صنعه' بشكل مناسب؟
الخيارات:
أ) هو شخص يعمل بجد ولا يعرف الكسل.
ب) بعد يوم طويل من العمل، قال محمد: 'أكل ومرعى وقلة صنعه' هو حال الكثيرين.
ج) حمد يحب القراءة ولا يهتم بالكسل.
د) لا أحد يحلم بالكسل في الحياة.
الإجابة الصحيحة: ب","المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: يستخدم التعبير 'أكل ومرعى وقلة صنعه' لوصف الأشخاص الذين ___ .
الخيارات:
أ) يعملون بجد
ب) يتمتعون بالكسل
ج) يسعون لتحقيق الأهداف
د) يهتمون بالزراعة
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'أكل ومرعى وقلة صنعه' تعبر عن حالة النشاط والحيوية.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة 'أكل ومرعى وقلة صنعه'.
السؤال: ما هو المعنى الدقيق للعبارة 'أكل ومرعى وقلة صنعه'?
الخيارات:
أ) وصف حال الكسلان البليد
ب) وصف حياة الفلاحين
ج) دعوة للعمل الجاد
د) تعبير عن الرفاهية
الإجابة الصحيحة: أ"
